AGE,CI_LOWER,CI_UPPER,COUNT,EVENT_TYPE,POPULATION,RACE,RATE,SEX,SITE,YEAR,RATE == as.numeric(RATE)
40-44,2.0,2.4,474,Incidence,21729686,All Races,2.2,Male and Female,Liver and Intrahepatic Bile Duct,1999,TRUE
45-49,4.8,5.5,986,Incidence,19235534,All Races,5.1,Male and Female,Liver and Intrahepatic Bile Duct,1999,TRUE
5-9,~,~,~,Incidence,20146188,All Races,NA,Male and Female,Liver and Intrahepatic Bile Duct,1999,NA
50-54,6.0,6.7,1050,Incidence,16557188,All Races,6.3,Male and Female,Liver and Intrahepatic Bile Duct,1999,TRUE
55-59,8.2,9.2,1114,Incidence,12787366,All Races,8.7,Male and Female,Liver and Intrahepatic Bile Duct,1999,TRUE
60-64,12.0,13.4,1322,Incidence,10435791,All Races,12.7,Male and Female,Liver and Intrahepatic Bile Duct,1999,TRUE
65-69,17.3,19.0,1688,Incidence,9311622,All Races,18.1,Male and Female,Liver and Intrahepatic Bile Duct,1999,TRUE
70-74,20.6,22.6,1870,Incidence,8670689,All Races,21.6,Male and Female,Liver and Intrahepatic Bile Duct,1999,TRUE
75-79,23.8,26.1,1786,Incidence,7174978,All Races,24.9,Male and Female,Liver and Intrahepatic Bile Duct,1999,TRUE
80-84,24.6,27.5,1239,Incidence,4767800,All Races,26,Male and Female,Liver and Intrahepatic Bile Duct,1999,FALSE
85+,22.8,25.9,984,Incidence,4050040,All Races,24.3,Male and Female,Liver and Intrahepatic Bile Duct,1999,TRUE
<1,0.7,1.4,38,Incidence,3708753,All Races,1,Male and Female,Liver and Intrahepatic Bile Duct,1999,FALSE
1-4,~,~,~,Incidence,14991152,All Races,NA,Male and Female,Lung and Bronchus,1999,NA
10-14,~,~,~,Incidence,19742631,All Races,NA,Male and Female,Lung and Bronchus,1999,NA
15-19,0.1,0.2,30,Incidence,19585857,All Races,0.2,Male and Female,Lung and Bronchus,1999,TRUE
20-24,0.2,0.3,44,Incidence,18148795,All Races,0.2,Male and Female,Lung and Bronchus,1999,TRUE
25-29,0.5,0.7,114,Incidence,19157556,All Races,0.6,Male and Female,Lung and Bronchus,1999,TRUE
30-34,1.4,1.7,308,Incidence,20196134,All Races,1.5,Male and Female,Lung and Bronchus,1999,TRUE
35-39,4.8,5.4,1145,Incidence,22411728,All Races,5.1,Male and Female,Lung and Bronchus,1999,TRUE
40-44,14.4,15.4,3229,Incidence,21729686,All Races,14.9,Male and Female,Lung and Bronchus,1999,TRUE
45-49,30.5,32.0,6009,Incidence,19235534,All Races,31.2,Male and Female,Lung and Bronchus,1999,TRUE
5-9,~,~,~,Incidence,20146188,All Races,NA,Male and Female,Lung and Bronchus,1999,NA
50-54,63.4,65.9,10699,Incidence,16557188,All Races,64.6,Male and Female,Lung and Bronchus,1999,TRUE
55-59,131.7,135.7,17094,Incidence,12787366,All Races,133.7,Male and Female,Lung and Bronchus,1999,TRUE
60-64,219.4,225.1,23192,Incidence,10435791,All Races,222.2,Male and Female,Lung and Bronchus,1999,TRUE
65-69,327.8,335.2,30866,Incidence,9311622,All Races,331.5,Male and Female,Lung and Bronchus,1999,TRUE
70-74,409.9,418.5,35911,Incidence,8670689,All Races,414.2,Male and Female,Lung and Bronchus,1999,TRUE
75-79,427.0,436.6,30980,Incidence,7174978,All Races,431.8,Male and Female,Lung and Bronchus,1999,TRUE
80-84,385.2,396.4,18630,Incidence,4767800,All Races,390.7,Male and Female,Lung and Bronchus,1999,TRUE
85+,271.2,281.5,11192,Incidence,4050040,All Races,276.3,Male and Female,Lung and Bronchus,1999,TRUE
<1,~,~,~,Incidence,3708753,All Races,NA,Male and Female,Lung and Bronchus,1999,NA
1-4,~,~,~,Incidence,7323088,All Races,NA,Male and Female,Male and Female Breast,1999,NA
10-14,~,~,~,Incidence,9626112,All Races,NA,Male and Female,Male and Female Breast,1999,NA
15-19,0.1,0.3,17,Incidence,9518101,All Races,0.2,Male and Female,Male and Female Breast,1999,TRUE
20-24,1.1,1.6,119,Incidence,8878726,All Races,1.3,Male and Female,Male and Female Breast,1999,TRUE
25-29,7.6,8.8,775,Incidence,9485612,All Races,8.2,Male and Female,Male and Female Breast,1999,TRUE
30-34,26.5,28.5,2760,Incidence,10043506,All Races,27.5,Male and Female,Male and Female Breast,1999,TRUE
35-39,61.0,63.9,7012,Incidence,11234781,All Races,62.4,Male and Female,Male and Female Breast,1999,TRUE
40-44,119.0,123.2,13271,Incidence,10959118,All Races,121.1,Male and Female,Male and Female Breast,1999,TRUE
45-49,188.1,193.6,18649,Incidence,9773825,All Races,190.8,Male and Female,Male and Female Breast,1999,TRUE
5-9,~,~,~,Incidence,9827638,All Races,NA,Male and Female,Male and Female Breast,1999,NA
50-54,256.7,263.6,21999,Incidence,8457936,All Races,260.1,Male and Female,Male and Female Breast,1999,TRUE
55-59,318.5,327.2,21343,Incidence,6610482,All Races,322.9,Male and Female,Male and Female Breast,1999,TRUE
60-64,367.8,378.0,20425,Incidence,5478102,All Races,372.8,Male and Female,Male and Female Breast,1999,TRUE
65-69,416.9,428.3,21199,Incidence,5017117,All Races,422.5,Male and Female,Male and Female Breast,1999,TRUE
70-74,460.9,473.1,22725,Incidence,4866748,All Races,466.9,Male and Female,Male and Female Breast,1999,TRUE
75-79,483.5,496.9,20740,Incidence,4231312,All Races,490.2,Male and Female,Male and Female Breast,1999,TRUE
80-84,455.0,470.4,13910,Incidence,3006630,All Races,462.6,Male and Female,Male and Female Breast,1999,TRUE
85+,396.4,411.1,11652,Incidence,2886265,All Races,403.7,Male and Female,Male and Female Breast,1999,TRUE
<1,~,~,~,Incidence,1809670,All Races,NA,Male and Female,Male and Female Breast,1999,NA
1-4,~,~,~,Incidence,7323088,All Races,NA,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,NA
10-14,~,~,~,Incidence,9626112,All Races,NA,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,NA
15-19,~,~,~,Incidence,9518101,All Races,NA,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,NA
20-24,~,~,~,Incidence,8878726,All Races,NA,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,NA
25-29,0.5,0.9,65,Incidence,9485612,All Races,0.7,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,TRUE
30-34,2.2,2.8,253,Incidence,10043506,All Races,2.5,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,TRUE
35-39,9.9,11.1,1174,Incidence,11234781,All Races,10.4,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,TRUE
40-44,30.2,32.3,3424,Incidence,10959118,All Races,31.2,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,TRUE
45-49,50.8,53.7,5102,Incidence,9773825,All Races,52.2,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,TRUE
5-9,~,~,~,Incidence,9827638,All Races,NA,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,NA
50-54,65.4,68.9,5682,Incidence,8457936,All Races,67.2,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,TRUE
55-59,71.6,75.8,4870,Incidence,6610482,All Races,73.7,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,TRUE
60-64,78.3,83.1,4420,Incidence,5478102,All Races,80.7,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,TRUE
65-69,84.1,89.3,4349,Incidence,5017117,All Races,86.7,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,TRUE
70-74,84.6,89.9,4246,Incidence,4866748,All Races,87.2,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,TRUE
75-79,80.3,85.8,3511,Incidence,4231312,All Races,83,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,FALSE
80-84,55.5,61.0,1750,Incidence,3006630,All Races,58.2,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,TRUE
85+,29.5,33.6,910,Incidence,2886265,All Races,31.5,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,TRUE
<1,~,~,~,Incidence,1809670,All Races,NA,Male and Female,"Male and Female Breast, <i>in situ</i>",1999,NA
1-4,~,~,~,Incidence,14991152,All Races,NA,Male and Female,Melanomas of the Skin,1999,NA
10-14,0.3,0.4,65,Incidence,19742631,All Races,0.3,Male and Female,Melanomas of the Skin,1999,TRUE
15-19,1.2,1.5,260,Incidence,19585857,All Races,1.3,Male and Female,Melanomas of the Skin,1999,TRUE
20-24,3.2,3.8,637,Incidence,18148795,All Races,3.5,Male and Female,Melanomas of the Skin,1999,TRUE
25-29,5.8,6.6,1187,Incidence,19157556,All Races,6.2,Male and Female,Melanomas of the Skin,1999,TRUE
30-34,8.0,8.8,1695,Incidence,20196134,All Races,8.4,Male and Female,Melanomas of the Skin,1999,TRUE
35-39,11.1,12.0,2581,Incidence,22411728,All Races,11.5,Male and Female,Melanomas of the Skin,1999,TRUE
40-44,14.7,15.7,3304,Incidence,21729686,All Races,15.2,Male and Female,Melanomas of the Skin,1999,TRUE
45-49,18.4,19.6,3658,Incidence,19235534,All Races,19,Male and Female,Melanomas of the Skin,1999,FALSE
5-9,~,~,~,Incidence,20146188,All Races,NA,Male and Female,Melanomas of the Skin,1999,NA
50-54,23.4,24.9,3992,Incidence,16557188,All Races,24.1,Male and Female,Melanomas of the Skin,1999,TRUE
55-59,27.2,29.1,3600,Incidence,12787366,All Races,28.2,Male and Female,Melanomas of the Skin,1999,TRUE
60-64,32.5,34.7,3506,Incidence,10435791,All Races,33.6,Male and Female,Melanomas of the Skin,1999,TRUE
65-69,40.1,42.7,3856,Incidence,9311622,All Races,41.4,Male and Female,Melanomas of the Skin,1999,TRUE
70-74,46.5,49.4,4156,Incidence,8670689,All Races,47.9,Male and Female,Melanomas of the Skin,1999,TRUE
75-79,49.7,53.0,3684,Incidence,7174978,All Races,51.3,Male and Female,Melanomas of the Skin,1999,TRUE
80-84,52.0,56.2,2580,Incidence,4767800,All Races,54.1,Male and Female,Melanomas of the Skin,1999,TRUE
85+,47.3,51.6,2002,Incidence,4050040,All Races,49.4,Male and Female,Melanomas of the Skin,1999,TRUE
<1,~,~,~,Incidence,3708753,All Races,NA,Male and Female,Melanomas of the Skin,1999,NA
1-4,~,~,~,Incidence,14991152,All Races,NA,Male and Female,Mesothelioma,1999,NA
10-14,~,~,~,Incidence,19742631,All Races,NA,Male and Female,Mesothelioma,1999,NA
15-19,~,~,~,Incidence,19585857,All Races,NA,Male and Female,Mesothelioma,1999,NA
20-24,~,~,~,Incidence,18148795,All Races,NA,Male and Female,Mesothelioma,1999,NA
25-29,~,~,~,Incidence,19157556,All Races,NA,Male and Female,Mesothelioma,1999,NA
30-34,~,~,~,Incidence,20196134,All Races,NA,Male and Female,Mesothelioma,1999,NA
35-39,0.0,0.1,16,Incidence,22411728,All Races,0.1,Male and Female,Mesothelioma,1999,TRUE
40-44,0.1,0.2,35,Incidence,21729686,All Races,0.2,Male and Female,Mesothelioma,1999,TRUE
45-49,0.2,0.4,53,Incidence,19235534,All Races,0.3,Male and Female,Mesothelioma,1999,TRUE
5-9,~,~,~,Incidence,20146188,All Races,NA,Male and Female,Mesothelioma,1999,NA
50-54,0.7,1.0,138,Incidence,16557188,All Races,0.8,Male and Female,Mesothelioma,1999,TRUE
55-59,1.5,2.0,224,Incidence,12787366,All Races,1.8,Male and Female,Mesothelioma,1999,TRUE
60-64,2.3,2.9,266,Incidence,10435791,All Races,2.5,Male and Female,Mesothelioma,1999,TRUE
65-69,4.1,5.0,423,Incidence,9311622,All Races,4.5,Male and Female,Mesothelioma,1999,TRUE
70-74,6.0,7.1,567,Incidence,8670689,All Races,6.5,Male and Female,Mesothelioma,1999,TRUE
75-79,7.5,8.8,583,Incidence,7174978,All Races,8.1,Male and Female,Mesothelioma,1999,TRUE
80-84,7.6,9.3,400,Incidence,4767800,All Races,8.4,Male and Female,Mesothelioma,1999,TRUE
85+,4.9,6.4,226,Incidence,4050040,All Races,5.6,Male and Female,Mesothelioma,1999,TRUE
<1,~,~,~,Incidence,3708753,All Races,NA,Male and Female,Mesothelioma,1999,NA
1-4,~,~,~,Incidence,14991152,All Races,NA,Male and Female,Myeloma,1999,NA
10-14,~,~,~,Incidence,19742631,All Races,NA,Male and Female,Myeloma,1999,NA
15-19,~,~,~,Incidence,19585857,All Races,NA,Male and Female,Myeloma,1999,NA
20-24,~,~,~,Incidence,18148795,All Races,NA,Male and Female,Myeloma,1999,NA
25-29,0.1,0.2,20,Incidence,19157556,All Races,0.1,Male and Female,Myeloma,1999,TRUE
30-34,0.2,0.3,51,Incidence,20196134,All Races,0.3,Male and Female,Myeloma,1999,TRUE
35-39,0.6,0.8,158,Incidence,22411728,All Races,0.7,Male and Female,Myeloma,1999,TRUE
40-44,1.4,1.7,332,Incidence,21729686,All Races,1.5,Male and Female,Myeloma,1999,TRUE
45-49,3.0,3.6,635,Incidence,19235534,All Races,3.3,Male and Female,Myeloma,1999,TRUE
5-9,~,~,~,Incidence,20146188,All Races,NA,Male and Female,Myeloma,1999,NA
50-54,5.3,6.0,934,Incidence,16557188,All Races,5.6,Male and Female,Myeloma,1999,TRUE
55-59,9.3,10.4,1261,Incidence,12787366,All Races,9.9,Male and Female,Myeloma,1999,TRUE
60-64,14.4,15.9,1576,Incidence,10435791,All Races,15.1,Male and Female,Myeloma,1999,TRUE
65-69,20.8,22.7,2020,Incidence,9311622,All Races,21.7,Male and Female,Myeloma,1999,TRUE
70-74,26.9,29.1,2424,Incidence,8670689,All Races,28,Male and Female,Myeloma,1999,FALSE
75-79,31.9,34.6,2385,Incidence,7174978,All Races,33.2,Male and Female,Myeloma,1999,TRUE
80-84,35.9,39.5,1796,Incidence,4767800,All Races,37.7,Male and Female,Myeloma,1999,TRUE
85+,29.9,33.4,1281,Incidence,4050040,All Races,31.6,Male and Female,Myeloma,1999,TRUE
<1,~,~,~,Incidence,3708753,All Races,NA,Male and Female,Myeloma,1999,NA
1-4,0.6,0.8,105,Incidence,14991152,All Races,0.7,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
10-14,1.0,1.3,232,Incidence,19742631,All Races,1.2,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
15-19,1.4,1.7,306,Incidence,19585857,All Races,1.6,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
20-24,2.3,2.7,455,Incidence,18148795,All Races,2.5,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
25-29,3.2,3.7,658,Incidence,19157556,All Races,3.4,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
30-34,5.2,5.8,1111,Incidence,20196134,All Races,5.5,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
35-39,7.1,7.8,1675,Incidence,22411728,All Races,7.5,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
40-44,10.3,11.2,2328,Incidence,21729686,All Races,10.7,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
45-49,14.3,15.4,2860,Incidence,19235534,All Races,14.9,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
5-9,0.8,1.0,177,Incidence,20146188,All Races,0.9,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
50-54,21.4,22.8,3660,Incidence,16557188,All Races,22.1,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
55-59,33.0,35.0,4342,Incidence,12787366,All Races,34,Male and Female,Non-Hodgkin Lymphoma,1999,FALSE
60-64,44.3,46.9,4753,Incidence,10435791,All Races,45.5,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
65-69,62.8,66.0,5995,Incidence,9311622,All Races,64.4,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
70-74,77.5,81.2,6880,Incidence,8670689,All Races,79.3,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
75-79,93.6,98.2,6880,Incidence,7174978,All Races,95.9,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
80-84,105.3,111.2,5159,Incidence,4767800,All Races,108.2,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
85+,93.6,99.7,3914,Incidence,4050040,All Races,96.6,Male and Female,Non-Hodgkin Lymphoma,1999,TRUE
<1,~,~,~,Incidence,3708753,All Races,NA,Male and Female,Non-Hodgkin Lymphoma,1999,NA
1-4,~,~,~,Incidence,14991152,All Races,NA,Male and Female,Oral Cavity and Pharynx,1999,NA
10-14,0.2,0.4,53,Incidence,19742631,All Races,0.3,Male and Female,Oral Cavity and Pharynx,1999,TRUE
15-19,0.3,0.5,70,Incidence,19585857,All Races,0.4,Male and Female,Oral Cavity and Pharynx,1999,TRUE
20-24,0.4,0.7,100,Incidence,18148795,All Races,0.6,Male and Female,Oral Cavity and Pharynx,1999,TRUE
25-29,0.8,1.1,176,Incidence,19157556,All Races,0.9,Male and Female,Oral Cavity and Pharynx,1999,TRUE
30-34,1.6,2.0,359,Incidence,20196134,All Races,1.8,Male and Female,Oral Cavity and Pharynx,1999,TRUE
35-39,2.8,3.2,670,Incidence,22411728,All Races,3,Male and Female,Oral Cavity and Pharynx,1999,FALSE
40-44,6.0,6.7,1375,Incidence,21729686,All Races,6.3,Male and Female,Oral Cavity and Pharynx,1999,TRUE
45-49,11.4,12.4,2291,Incidence,19235534,All Races,11.9,Male and Female,Oral Cavity and Pharynx,1999,TRUE
5-9,0.1,0.1,18,Incidence,20146188,All Races,0.1,Male and Female,Oral Cavity and Pharynx,1999,TRUE
50-54,18.4,19.7,3148,Incidence,16557188,All Races,19,Male and Female,Oral Cavity and Pharynx,1999,FALSE
55-59,26.8,28.6,3539,Incidence,12787366,All Races,27.7,Male and Female,Oral Cavity and Pharynx,1999,TRUE
60-64,32.7,35.0,3529,Incidence,10435791,All Races,33.8,Male and Female,Oral Cavity and Pharynx,1999,TRUE
65-69,37.7,40.3,3629,Incidence,9311622,All Races,39,Male and Female,Oral Cavity and Pharynx,1999,FALSE
70-74,40.9,43.7,3665,Incidence,8670689,All Races,42.3,Male and Female,Oral Cavity and Pharynx,1999,TRUE
75-79,39.1,42.1,2913,Incidence,7174978,All Races,40.6,Male and Female,Oral Cavity and Pharynx,1999,TRUE
80-84,39.7,43.4,1980,Incidence,4767800,All Races,41.5,Male and Female,Oral Cavity and Pharynx,1999,TRUE
85+,37.6,41.5,1602,Incidence,4050040,All Races,39.6,Male and Female,Oral Cavity and Pharynx,1999,TRUE
<1,~,~,~,Incidence,3708753,All Races,NA,Male and Female,Oral Cavity and Pharynx,1999,NA
1-4,~,~,~,Incidence,7323088,All Races,NA,Male and Female,Ovary,1999,NA
10-14,0.5,0.9,67,Incidence,9626112,All Races,0.7,Male and Female,Ovary,1999,TRUE
15-19,1.1,1.6,124,Incidence,9518101,All Races,1.3,Male and Female,Ovary,1999,TRUE
20-24,1.3,1.8,139,Incidence,8878726,All Races,1.6,Male and Female,Ovary,1999,TRUE
25-29,2.0,2.6,218,Incidence,9485612,All Races,2.3,Male and Female,Ovary,1999,TRUE
30-34,2.7,3.4,306,Incidence,10043506,All Races,3,Male and Female,Ovary,1999,FALSE
35-39,4.7,5.6,578,Incidence,11234781,All Races,5.1,Male and Female,Ovary,1999,TRUE
40-44,9.6,10.8,1117,Incidence,10959118,All Races,10.2,Male and Female,Ovary,1999,TRUE
45-49,16.2,17.8,1659,Incidence,9773825,All Races,17,Male and Female,Ovary,1999,FALSE
5-9,0.1,0.3,17,Incidence,9827638,All Races,0.2,Male and Female,Ovary,1999,TRUE
50-54,23.0,25.1,2036,Incidence,8457936,All Races,24.1,Male and Female,Ovary,1999,TRUE
55-59,30.2,32.9,2086,Incidence,6610482,All Races,31.6,Male and Female,Ovary,1999,TRUE
60-64,38.1,41.5,2178,Incidence,5478102,All Races,39.8,Male and Female,Ovary,1999,TRUE
65-69,43.5,47.2,2273,Incidence,5017117,All Races,45.3,Male and Female,Ovary,1999,TRUE
70-74,50.1,54.2,2538,Incidence,4866748,All Races,52.1,Male and Female,Ovary,1999,TRUE
75-79,54.7,59.3,2409,Incidence,4231312,All Races,56.9,Male and Female,Ovary,1999,TRUE
80-84,54.5,59.9,1718,Incidence,3006630,All Races,57.1,Male and Female,Ovary,1999,TRUE
85+,45.1,50.2,1373,Incidence,2886265,All Races,47.6,Male and Female,Ovary,1999,TRUE
<1,~,~,~,Incidence,1809670,All Races,NA,Male and Female,Ovary,1999,NA
1-4,~,~,~,Incidence,14991152,All Races,NA,Male and Female,Pancreas,1999,NA
10-14,~,~,~,Incidence,19742631,All Races,NA,Male and Female,Pancreas,1999,NA
15-19,~,~,~,Incidence,19585857,All Races,NA,Male and Female,Pancreas,1999,NA
20-24,~,~,~,Incidence,18148795,All Races,NA,Male and Female,Pancreas,1999,NA
25-29,0.1,0.2,34,Incidence,19157556,All Races,0.2,Male and Female,Pancreas,1999,TRUE
30-34,0.4,0.6,91,Incidence,20196134,All Races,0.5,Male and Female,Pancreas,1999,TRUE
35-39,0.9,1.1,219,Incidence,22411728,All Races,1,Male and Female,Pancreas,1999,FALSE
40-44,2.2,2.7,532,Incidence,21729686,All Races,2.4,Male and Female,Pancreas,1999,TRUE
45-49,5.1,5.7,1035,Incidence,19235534,All Races,5.4,Male and Female,Pancreas,1999,TRUE
5-9,~,~,~,Incidence,20146188,All Races,NA,Male and Female,Pancreas,1999,NA
50-54,9.6,10.5,1661,Incidence,16557188,All Races,10,Male and Female,Pancreas,1999,FALSE
55-59,16.2,17.7,2164,Incidence,12787366,All Races,16.9,Male and Female,Pancreas,1999,TRUE
60-64,25.3,27.2,2738,Incidence,10435791,All Races,26.2,Male and Female,Pancreas,1999,TRUE
65-69,39.3,41.9,3779,Incidence,9311622,All Races,40.6,Male and Female,Pancreas,1999,TRUE
70-74,53.6,56.7,4783,Incidence,8670689,All Races,55.2,Male and Female,Pancreas,1999,TRUE
75-79,66.2,70.0,4885,Incidence,7174978,All Races,68.1,Male and Female,Pancreas,1999,TRUE
80-84,76.4,81.4,3761,Incidence,4767800,All Races,78.9,Male and Female,Pancreas,1999,TRUE
85+,84.2,90.0,3525,Incidence,4050040,All Races,87,Male and Female,Pancreas,1999,FALSE
<1,~,~,~,Incidence,3708753,All Races,NA,Male and Female,Pancreas,1999,NA
1-4,~,~,~,Incidence,7668064,All Races,NA,Male and Female,Prostate,1999,NA
10-14,~,~,~,Incidence,10116519,All Races,NA,Male and Female,Prostate,1999,NA
15-19,~,~,~,Incidence,10067756,All Races,NA,Male and Female,Prostate,1999,NA
20-24,~,~,~,Incidence,9270069,All Races,NA,Male and Female,Prostate,1999,NA
25-29,~,~,~,Incidence,9671944,All Races,NA,Male and Female,Prostate,1999,NA
30-34,~,~,~,Incidence,10152628,All Races,NA,Male and Female,Prostate,1999,NA
35-39,0.5,0.8,71,Incidence,11176947,All Races,0.6,Male and Female,Prostate,1999,TRUE
40-44,6.1,7.0,704,Incidence,10770568,All Races,6.5,Male and Female,Prostate,1999,TRUE
45-49,33.4,35.8,3272,Incidence,9461709,All Races,34.6,Male and Female,Prostate,1999,TRUE
5-9,~,~,~,Incidence,10318550,All Races,NA,Male and Female,Prostate,1999,NA
50-54,128.1,133.1,10579,Incidence,8099252,All Races,130.6,Male and Female,Prostate,1999,TRUE
55-59,310.6,319.4,19455,Incidence,6176884,All Races,315,Male and Female,Prostate,1999,FALSE
60-64,571.0,584.4,28641,Incidence,4957689,All Races,577.7,Male and Female,Prostate,1999,TRUE
65-69,902.7,920.8,39155,Incidence,4294505,All Races,911.7,Male and Female,Prostate,1999,TRUE
70-74,1037.5,1058.1,39855,Incidence,3803941,All Races,1047.7,Male and Female,Prostate,1999,TRUE
75-79,1009.4,1032.5,30053,Incidence,2943666,All Races,1020.9,Male and Female,Prostate,1999,TRUE
80-84,850.2,877.7,15214,Incidence,1761170,All Races,863.9,Male and Female,Prostate,1999,TRUE
85+,797.1,829.9,9466,Incidence,1163775,All Races,813.4,Male and Female,Prostate,1999,TRUE
